CANTOR,CÓD,TÍTULO,INÍCIO DA LETRA,CART
THIAGUINHO - SORRISO MAROTO,17268,QUANTO TEMPO FAZ ,Hoje eu lembrei bem de você,IMP 37
THIAGUINHO MT - MILA - JS O MÃO DE OURO,16770,TUDO OK ,Ehoje que ele paga todo o mal que ele te fez 34A,@@
THREE DAYS GRACE,20286,I HATE EVERYTHING ABOUT YOU ,Every time we lie awake,INT13A
THULLIO MILIONÁRIO,75345,COMBUSTÍVEL DO VAQUEIRO ,Musica Extra,@@
TIAGO ABRAVANEL,15846,ECLÉTICO ,Tenho um pouco de todo mundo dentro de cada,IMP28
TIAGO ABRAVANEL,16031,ESTRADA AFORA ,Foi a vida quem me pôs cara a cara com você 29B,@@
TIAGO IORC,15879,UM DIA APÓS O OUTRO ,Pra começar cada coisa em seu lugar,IMP28
TIAGO IORC,15926,COISA LINDA ,Linda do jeito que é da cabeça ao pé,IMP28
TIAGO IORC,15961,AMEI TE VER ,Ah quase ninguém vê 29A,@@
TIAGO IORC,16089,CHEGA PRA CÁ ,Évocê nem sabe talvez nunca vá saber 29D,@@
TIAGO IORC,16433,DIA ESPECIAL ,Se alguém já lhe deu a mão 31D,@@
TIAGO IORC,17758,SAUDADE BOA ,Me deu saudade boa e bateu uma vontade 40D,@@
TIAGO IORC -,16314,MAIS BONITO NÃO HÁ ,Nada mais belo que olhar de criança 31A,@@
TIAGO IORC - DUDA BEAT,16620,TANGERINA ,Chega bem devagar 33A,@@
TIAGO IORC - JORGE DREXLER,16644,ME TIRA PRA DANÇAR ,Sei não algo me diz que eu não sei32B,@@
TIAGO IORC - LUDMILLA,17730,ZANGADINHA ,Deixa disso vem diz o que ce tem 40A,@@
TIAGO IORC - MARIA GADÚ,15544,MÚSICA INÉDITA ,Não faço nada que alguém não tenha,IMP26
TIANASTÁCIA,15577,LOVE LOVE ,Eu tenho um poodle eu tenho um labrador,IMP26
TIANASTÁCIA,15612,MESTRE JONAS O ,Mestre Jonas que morava lá na roça saiu,IMP26
TIEE,75346,PORRADÃO ,Musica Extra,@@
TIEE - PÉRICLES,17556,JUNTOS ,Deita e põe aquela roupa 38R,@@
TIERRY,16999,RITA ,Sua ausência tá fazendo mais estrago 35B,@@
TIERRY,17145,DISCO ARRANHADO ,Se ficar dançando assim desse jeito 36D,@@
TIERRY,17296,IPHONE 11 ,Meu Deus que raiva de mim como alguém trouxa,IMP 37
TIERRY,17312,CABEÇA BRANCA ,Cabeça branca é um cidadão de bem,IMP 37
TIERRY,17521,AINDA TÔ PAGANDO ,Muita sacanagem o que você fez,IMP 38
TIERRY - GUSTTAVO LIMA,17071,ACERTOU NA MOSCA ,Se você pensa que pode me conquistar 35D,@@
TIERRY - LEO SANTANA,17804,DEPOIS DA LONG NECK ,Vinte uma em ponto primeiro encontro 40I,@@
TIERRY - MARÍLIA MENDONÇA,17005,HACKEARAM-ME ,Joguei as nossas fotos na lixeira 35C,@@
TIESTO,20440,THE BUSINESS ,Let's get down let's get down to business,INT 13
TIHUANA,1092,DE LONG,Ever as coisas como elas são,IMP 15
TIHUANA,6075,QUE VES ,Olhando no olho posso viajar...,BRA
TIHUANA,9348,TROPA DE ELITE ,Agora o bicho vai pegar,IMP 13
TIHUANA,15261,"MULHERES SÃO DE VÊNUS, ",Descobri que o que eu tenho já não serve mais imp 24,@@
TIHUANA,15345,NA PAREDE DO QUINTAL ,Eu acho tão difícil esconder algo de,IMP 25
TIHUANA,15553,POR QUE SERÁ? ,Nem tudo é como a gente imagina,IMP26
TIHUANA,15866,RENATA ,Omundo foi quem lhe acolheu por pura caridade,IMP28
TIHUANA,15895,CLANDESTINO ,Êô ê ôêôê... Vou só com a minha pena,IMP28
TIHUANA - DIGÃO,15342,MINHA RAINHA ,Todo baralho tem um rei e também tem,IMP 25
TIM MAIA,1334,ESTÁ DIFÍCIL DE ESQUECE,Rnão foi nada em vão,IMP17
TIM MAIA,3110,GOSTAVA TANTO DE VOCÊ ,Não sei por que você se foi,BRA
TIM MAIA,3170,"NÃO QUERO DINHEIRO, SÓ QUERO AMAR ",Vou pedir pra você voltar,BRA
TIM MAIA,3417,DO LEME AO PONTAL ,Do Leme ao Pontal não há nada igual,BRA
TIM MAIA,3528,ME DÊ MOTIVO ,Éengraçado às vezes a gente sente,BRA
TIM MAIA,3649,AZUL DA COR DO MAR ,"Ah, se o mundo inteiro me pudesse ouvir",BRA
TIM MAIA,3666,LEVA ,Foi bom eu ficar com você o ano inteiro,BRA
TIM MAIA,3680,PRIMAVERA ,Quando o inverno chegar,BRA
TIM MAIA,3865,BONS MOMENTOS ,"Bons momentos eu passei, fui feliz",BRA
TIM MAIA,3869,DESCOBRIDOR DOS SETE MARES,Uma luz azul me guia com a firmeza e,BRA
TIM MAIA,4137,VALE TUDO ,"Vale, vale tudo vale, vale tudo",BRA
TIM MAIA,4189,EU AMO VOCÊ ,Toda vez que eu olho...,BRA
TIM MAIA,4298,TELEFONE ,"Alô, alô quem fala...",BRA
TIM MAIA,4462,A FESTA DO SANTO REI ,Hoje é o dia de Santos Reis...,BRA
TIM MAIA,6072,PEDE A ELA ,Pede a ela pra ligar pra mim...,BRA
TIM MAIA,6153,PUDERA ,Pudera te encontrar aqui pudera......,BRA
TIM MAIA,6356,SOSSEGO ,Ora bolas não me amole...,BRA
TIM MAIA,6365,CORONÉ ANTONIO BENTO ,Coroé Antonio Bento...,BRA
TIM MAIA,6548,PRIMAVERA ,Quando o inverno chegar…,BRA
TIM MAIA,6743,PAIXÃO ANTIGA ,Paixão antiga sempre mexe com a gente...,BRA
TIM MAIA,6769,CHOCOLATE ,"Chocolate, chocolate, chocolate...",BRA
TIM MAIA,6850,CRISTINA ,Vou-me embora agora pra longe,BRA
TIM MAIA,6863,NÃO VOU FICAR ,Há muito tempo eu vivi calado,BRA
TIM MAIA,7497,AMIGO VERDADEIRO ,Hei de estar aqui,IMP 11
TIM MAIA,7984,LÁBIOS DE MEL ,Deixe que eu sinta teu corpo,IMP 12
TIM MAIA,9331,RÉU CONFESSO ,Venho lhe dizer,IMP 13
TIM MAIA,9380,ACENDA O FAROL ,Pneu furou,IMP 13
TIM MAIA,9410,CARINHOS ,Hoje eu sei que é você amor,IMP 13
TIM MAIA,9519,PRECISO SER AMADO ,Eu preciso de carinho eu preciso de,IMP 13
TIM MAIA,9603,AMIGA ,Amiga,IMP 14
TIM MAIA,15721,A FIM DE VOLTAR ,Afim de voltar mas eu tenho um certo,IMP 27
TIM MAIA,15828,IMUNIZAÇÃO RACIONAL (QUE BELEZA) ,Uh uh uh que beleza... Que beleza é sentir a natureza,IMP28
TIM MAIA,16043,ELA PARTIU ,Ela partiu partiu e nunca mais voltou 29C,@@
TIM MAIA,16340,ESSA TAL FELICIDADE ,Já rodei todo esse mundo procurando encontrar 31B,@@
TIM MAIA,16370,"VOCÊ E EU, EU E VOCÊ ",Você e eu eu e você 31C,@@
"TIM MAIA, FÁBIO E HYLDON",1500,VELHO CAMARADA ,Como vai meu velho camarada,IMP 18
TIM MOORE,2540,YES ,Oh oh oh yes yes,EUA 4
TIMBALADA,3456,BEIJA FLOR ,Eu fui embora meu amor chorou,BRA
TIMBALADA - MARISA MONTE,17659,TONELADAS DE DESEJO ,Grite se quiser gritar ta melada de dende 39K,@@
TIMBALAND - ONE REPUBLIC,19565,APOLOGIZE I,'m holding on your rope got me ten feet,INT08C
TINA CHARLES,19526,I LOVE TO LOVE ,Oh I love to love but my baby just loves to dance,INT08B
TINA CHARLES,19727,DANCE LITTLE LADY DANCE ,Yeah yeahhh,INT09C
TINA CHARLES,20360,YOU SET MY HEART ON FIRE ,Once my life was just a lonely room,INT13H
TINA TURNER,5957,PRIVATE DANCER ,Well the men come in these places,USA 3
TINA TURNER,5969,SIMPLY THE BEST ,Icall you I need you my heart's on fir,USA 3
TINA TURNER,9174,STEAMY WINDOWS ,Iwas thinkin' 'bout parkin' the other…,EUA
TINA TURNER,9280,WHAT'S LOVE GOT TO DO WITH IT ,You must understand...,USA 3
TINA TURNER,19419,WE DON'T NEED ANOTHER HERO ,Out of the ruins out from the wreckage,INT 7
TINA TURNER,19464,I DON'T WANNA LOSE YOU ,Women of a certain age,INT 7
TINA TURNER,19996,RIVER DEEP MOUNTAIN HIGH ,When I was a little girl,INT11A
TINA TURNER,20285,I DON'T WANNA FIGHT ,There's a pale moon in the sky,INT13A
TINA TURNER,20579,PARADISE IS HERE ,You say you want to live some,INT14P
TINA TURNER E AL GREEN,2648,LET’S STAY TOGETHER I,’m I’m so in love with you whatever you want,EUA 4
TINO,6219,FICA COMIGO ,Quero saber o que te faz ser assim...,BRA
TIRIRICA,3423,EU SOU CHIFRUDO ,Essa música eu quero oferecer para,BRA
TIRIRICA,3523,FLORENTINA ,Essa música eu tava cantando aí na,BRA
TITAS,16662,AA UU OO AA UU ,Estou ficando louco de tanto 32B,@@
TITÃS,1203,ANTES DE VOC,Êantes não pensava em você,IMP 16
TITÃS,1227,PORQUE EU SEI QUE É AMO,Rporque eu sei que é amor,IMP 16
TITÃS,1249,DOMING,Onão sei o que fazer não sei o que faze,IMP 16
TITÃS,1723,EU NÃO VOU DIZER NADA ,Eu não vou falar de amor,IMP19
TITÃS,2828,COMIDA ,Bebida é água comida é pasto você tem 22B,@@
TITÃS,3679,POLÍCIA ,Dizem que ela existe pra ajudar,BRA
TITÃS,3774,SONÍFERA ILHA ,Não posso mais viver assim,BRA
TITÃS,3809,PRA DIZER ADEUS ,Você apareceu do nada,BRA
TITÃS,4033,É PRECISO SABER VIVER ,Quem espera que a vida seja feita de,BRA
TITÃS,4116,INSENSÍVEL ,Até parece loucura não sei explicar,BRA
TITÃS,4279,MARVIN ,Meu pai não tinha educação...,BRA
TITÃS,4423,ALUGA-SE ,Asolução pro nosso povo eu vou dar...,BRA
TITÃS,6180,HOMEM PRIMATA ,Desde os primórdios até hoje em dia ...,BRA
TITÃS,6220,FLORES ,Olhei até ficar cansado...,BRA
TITÃS,6243,A MELHOR BANDA DE TODOS OS TEMPOS ,Quinze minutos de fama mais um...,BRA
TITÃS,6330,EPITÁFIO ,Devia ter amado mais ter chorado...,BRA
TITÃS,6469,O MUNDO É BÃO SEBASTIÃO ,Porque o sol saiu porque o seu dente…,BRA
TITÃS,6537,ISSO ,Isso que acontece com a gente…,BRA
TITÃS,6654,ENQUANTO HOUVER SOL ,Quando não houver saída...,BRA
TITÃS,6711,PROVAS DE AMOR ,Acabo de te trair em pensamento...,BRA
TITÃS,6788,OS CEGOS DO CASTELO ,Eu não quero mais mentir...,BRA
TITÃS,9502,O INFERNO SÃO OS OUTROS ,Não quero rotina nem disciplina,IMP 13
TITÃS,16105,O QUE ,Que não é o que não pode ser que não é 29D,@@
TITÃS,16198,TELEVISÃO ,Atelevisão me deixou burro muito burro demais 30B,@@
TITÃS,16222,FAMÍLIA ,Família família papai mamãe titia 30C,@@
TITÃS,16270,GO BACK ,Você me chama eu quero ir pro cinema,30D
TITÃS,16360,TODA COR ,Otelefone tocou fui atender na madrugada 31B,@@
TITÃS,16402,DIVERSÃO ,Avida até parece uma festa 31D,@@
TITÃS,16421,BICHOS ESCROTOS ,Bichos saiam dos lixos 31D,@@
TITÃS,16442,DESORDEM ,Os presos fogem do presídio 32B,@@
TITÃS,16817,O PULSO ,Opulso ainda pulsa 34B,@@
TITÃS,17137,NÃO VOU LUTAR ,Não vou lutar contra o que eu sinto 36C,@@
TITÃS,17213,CORAÇÕES E MENTES ,"Alguma coisa aconteceu inevitável acidente 36L,",@@
TITÃS,17336,MISÉRIA ,Miséria é miséria em qualquer canto,IMP 37
TITÃS,17489,PELA PAZ ,Você espera sempre mais você não se conf,IMP 38
TIZIANO FERRO,15901,IMBRANATO E,'iniziato tutto per un tuo capriccio,IMP28
TIÃO CARREIRO E PARDINHO,3901,AMARGURADO ,Oque é feito daqueles beijos que eu,BRA
TIÃO CARREIRO E PARDINHO,15715,REI DO GADO ,Num bar de Ribeirão Preto eu vi com meus olhos,IMP 27
TIÃO CARREIRO E PARDINHO,15747,RIO DE LÁGRIMAS (RIO DE PIRACICABA) ,Orio de Piracicaba vai jogar água pra fora,IMP 27
TIÃO CARREIRO E PARDINHO - RICK E RENNER,17153,A MÃO DO TEMPO ,Na solidão do meu peito o meu coração reclama 36E,@@
TIÊ,15803,A NOITE ,Palavras não bastam não dá pra entende,IMP28
TIÊ,16145,PISCAR O OLHO ,Foi só piscar o olho e eu me apaixonei 30A,@@
TIÊ,16292,MEXEU COMIGO ,Foi muito mais do que eu queria 31A,@@
TIÊ,16321,AMULETO ,Não deixe eu me arrepender 31B,@@
TLC,19185,NO SCRUBS ,Ascrub is a guy that thinks he's fly,INT 6
TOKE DIVINAL,3808,PEQUENA PRINCESA ,Pequena princesa és a primavera,BRA
TOKE DIVINAL,17415,O MUNDO VAI SABER ,Desde o dia em que eu te vi eu não pude resistir,IMP 38
TOKYO,1934,HUMANOS ,Esse humanos,IMP20
TOM E DITO,7253,TAMANCO MALANDRINHO ,Vista sua mortalha azul turquesa,BRA
TOM JOBIM,2850,ELA É CARIOCA ,Ela é carioca... basta o jeitinho dela 22B,@@
TOM JOBIM,3298,WAVE ,Vou te contar os olhos já não podem,BRA
TOM JOBIM,3329,LUÍZA ,Rua espada nua bóia no céu imensa,BRA
TOM JOBIM,3745,CHEGA DE SAUDADE ,"Vai, minha tristeza, e diz a ela que",BRA
TOM JOBIM,3838,DESAFINADO ,Se você disser que eu desafino amor...,BRA
TOM JOBIM,3974,SAMBA DE UMA NOTA SÓ ,Eis aqui este sambinha feito de uma,BRA
TOM JOBIM,9692,LÍGIA ,Eu nunca sonhei com você,IMP 14
TOM JOBIM - GAL COSTA,15436,TEMA DE AMOR DE GABRIELA ,Chega mais perto moço bonito chega,IMP25
"TOM JOBIM, JOÃO GILBERTO, ASTRUD E GETZ",6011,CORCOVADO ,Quiet nigths of quiet stars...,BRA
TOM JONES,4516,GREEN GREEN GRASS OF HOME ,The old hometown looks the same,EUA
TOM JONES,4660,TILL ,Till the moondeserts the sky,EUA
TOM TOM CLUB,19796,UNDER THE BOARDWALK ,Oh when the sun beats down and burns the tar,INT09D
TOMATE,1464,PARAR,"Áei, vou te mostrar o meu poder",IMP17
TOMATE,15418,MEU DISCO DE RAUL ,Você jogou fora aquele meu disco de,IMP25
TOMATE,15554,PRINCESA (CINDERELA) ,Princesa princesinha Cinderela,IMP26
TOMATE,15584,O SEGREDO ,Esse é o segredo vou te contar tudo que,IMP26
TOMMY JAMES,4621,CRIMSON AND CLOVER ,No I don't hardly know her but I,EUA
TONES AND I,20014,DANCE MONKEY ,They say oh my God I see the way you shine,INT11B
TONI BRAXTON,4715,HOW COULD AN ANGEL BREAK MY HEART ,Iheard he sang a lullaby...,EUA
TONI BRAXTON,4794,UNBREAK MY HEART ,Don’t leave me in all this pain...,EUA
TONI BRAXTON,4844,SPANISH GUITAR ,Asmoky room a small caf?,USA
TONI BRAXTON,19566,BREATHE AGAIN ,If I never feel you in my arms again,INT08C
TONI BRAXTON,19655,I DON'T WANT TO ,Ireally don't feel like talking on the phone,INT09A
TONI BRAXTON,19871,ANOTHER SAD LOVE SONG ,Wohhh wohhh... Baby since you've been,INT10B
TONI FERREIRA,15857,OLHA SÓ ,Olha só menina o que você me fez,IMP28
TONI GARRIDO,16367,SOU VOCÊ ,Mar sob o céu cidade na luz 31C,@@
TONI TORNADO,1721,BR-3 ,Agente corre na,BR-3 IMP19
TONICO E TINOCO,5106,CANA VERDE ,Musica Extra,@@
TONICO E TINOCO,4483,MORENINHA LINDA ,Meu coração tá pisado...,BRA
TONY BENETT,4717,I LEFT MY HEART IN SAN FRANCISCO,The loveliness of Paris...,EUA
TONY BENNETT,9059,STELLA BY STARLIGHT ,The song a robim sings,USA
TONY DALLARA,4532,LA NOVIA ,Bian che spien dente va la novia,ITA
TONY GARCIA,20606,JUST LIKE THE WIND ,As I look into your eyes 15A,@@
TONY GARRIDO,1013,ME LIBERTE,Ijurei nunca mais fazer som,IMP 15
TONY ORLANDO,4611,THE A YELLOW RIBBON'ROUND THE OLD OAK TREE I,'m comin'home I've done my time,EUA
TONY ORLANDO & DAWN,9263,KNOCK THREE TIMES ,"Hey girl, what ya doin' down there...",USA 3
TONY PLATÃO,7943,DIA 36 ,Esquece não pensa mais lenço azul a a,IMP 12
TONY PLATÃO,7996,MARES DA ESPANHA ,Nem que eu caminhasse às três da manhã,IMP 12
TONY PLATÃO,9295,NEGRO AMOR ,Vá se mande,IMP 13
TOPLOADER,9021,DANCING IN THE MOONLIGHT ,We get it on most every night,USA
TOQUE NO ALTAR,2946,ABRO MÃO ,Aquem tenho eu no céu além de Ti,EVAN04C
TOQUE NO ALTAR,2952,EU VOU VIVER UMA VIRADA ,Onde era tristeza se verá a dupla honra,EVAN04C
TOQUE NO ALTAR,2974,DEUS DE MILAGRES ,Tu és Senhor o que eu preciso pra,EVAN04D
TOQUE NO ALTAR,2975,DEUS DO IMPOSSÍVEL ,Quando tudo diz que não Sua voz,EVAN04D
TOQUE NO ALTAR,2979,FAZ CHOVER (LET IT RAIN) ,Eu vejo uma pequena nuvem do,EVAN04D
TOQUE NO ALTAR,2982,LEMBRA SENHOR ,Quando não posso Te ouvir e o meu,EVAN04D
TOQUE NO ALTAR,2987,O CHÃO VAI TREMER ,Ele vem cavalgando nos montes,EVAN04D
TOQUE NO ALTAR,2989,OLHA PRA MIM ,Eu me humilharei Teu nome gritarei,EVAN04D
TOQUE NO ALTAR,2998,TODA SORTE DE BÊNÇÃOS ,Por onde eu for a Tua bênção me,EVAN04D
TOQUE NO ALTAR,3000,TUA GRAÇA ME BASTA ,Eu não preciso ser reconhecido por,EVAN04D
TOQUINHO,1909,O FILHO QUE EU QUERO TER ,Écomum a gente sonhar eu sei,IMP20
TOQUINHO,3406,AQUARELA ,Numa folha qualquer eu desenho um sol,BRA
TOQUINHO,16175,AO QUE VAI CHEGAR ,Voa coração a minha força te conduz 30B,@@
TOQUINHO,7012,COMME FACETTE MAMMETA ,Quanno mámmeta t'ha fatta,ITA
TOQUINHO E VINICIUS,1840,SEI LÁ (A VIDA TEM SEMPRE RAZÃO) ,Tem dias que eu fico pensando na vida,IMP20
TOQUINHO E VINICIUS,1854,ESSA MENINA ,Você não tem mesmo o que fazer essa,IMP20
TOQUINHO E VINICIUS,1860,MORENA FLOR ,Morena flor,IMP20
TOQUINHO E VINICIUS,1951,SÃO DEMAIS OS PERIGOS DESTA VIDA ,São demais os perigos desta vida,IMP20
TOQUINHO E VINICIUS,1954,TESTAMENTO ,Você que só ganha pra juntar,IMP20
TOQUINHO E VINICIUS DE MORAES,1865,COMO DIZIA O POETA ,Quem já passou por essa vida e não vi,IMP20
TOQUINHO E VINICIUS DE MORAES,1906,MARIA VAI COM AS OUTRAS ,Maria era uma boa moça pra turma lá,IMP20
TOQUINHO E VINICIUS DE MORAES,1912,MARCHA DA QUARTA-FEIRA DE CINZAS ,Acabou nosso carnaval,IMP20
TOQUINHO E VINICIUS DE MORAES,1913,MEU PAI OXALÁ ,Atotô baluayê atotô babá,IMP20
TOQUINHO E VINICIUS DE MORAES,1916,O VELHO E A FLOR ,Por céus e mares eu andei,IMP20
TOQUINHO E VINICIUS DE MORAES-MARIA CREUZA,1864,CATENDÊ ,Meu catendê de lá de China,IMP20
TOQUINHO E VINÍCIOS DE MORAES,6044,A TONGA DA MIRONGA DO CABULETÊ ,Lá lá lá eu caio na bossa...,BRA
TOQUINHO E VINÍCIUS,1544,CANTO DE OSSANHA ,"Ohomem que diz ""dou"" não dá",IMP 18
TOQUINHO E VINÍCIUS,3266,TARDE EM ITAPOÃ ,Um velho calção de banho,BRA
TOQUINHO E VINÍCIUS,3653,CARTA AO TOM 74 ,Rua Nascimento Silva cento e sete,BRA
TOQUINHO E VINÍCIUS,6236,REGRA TRÊS ,Tantas você fez que ela cansou...,BRA
TOQUINHO E VINÍCIUS,9516,POR QUE SERÁ ,Por que será,IMP 13
TORI AMOS,2563,CRUCIFY ,Every finger in the room is pointing at,EUA 4
TOTO,9122,I'LL BE OVER YOU ,Some people live their dreams…,EUA
TOTO,9202,AFRICA ,Ihear the drums echoing tonight...,USA 3
TOTO,19850,ROSANNA ,All I wanna do when I wake up in the,INT10B
TOTO,20398,LEA ,Here's to the few who fared my love,INT 13
TOVE LO,20512,HABITS (STAY HIGH) ,Oh-oh... I eat my dinner in my bathtub,INT14
TRACY CHAPMAN,4813,BABY CAN I HOLD YOU ,Sorry is all that you can't say,USA
TRACY CHAPMAN,19248,FAST CAR ,You got a fast car I want a ticket to anywhere,INT 6
TRAIN,4885,DROPS OF JUPITER(TELLME) ,Now thatshe's back in the atmosphere,USA135
TRAINVIE MCCOY FEAT.BRUNO,19336,"HEY, SOUL SISTER ",Hey hey hey Your lipstick stains on the front,INT 7
TRAVIS,20518,SING ,Baby you've been going so crazy,INT14H
TRAVIS TRITT,9091,ANYMORE ,Ican't hide the way I feel…,EUA
TRAZENDO A ARCA,2958,SOBRE AS ÁGUAS ,Se o sol se pôr e a noite chegar,EVAN04C
TRAZENDO A ARCA,2962,A MARCA DA PROMESSA ,Se tentam destruir-me zombando da,EVAN04D
TRAZENDO A ARCA,2972,DESEJO DO MEU CORAÇÃO ,Do que adianta ter as riquezas deste,EVAN04D
TRAZENDO A ARCA,2990,PRA TOCAR NO MANTO ,Pra tocar no manto na orla do manto,EVAN04D
TRAZENDO A ARCA,2995,SE A TUA VOZ OUVIR ,Se atentamente eu ouvir a Tua voz e,EVAN04D
TREM DA ALEGRIA,2689,HE-MA,Nno mundo de etérnia bem distante daqui,IMP 21
TREM DA ALEGRIA,2938,THUNDERCATS ,Thunder... Thundercats... Cortando o céu 22D,@@
TREM DA ALEGRIA,3069,É DE CHOCOLATE ,Por detrás do arco-íris além do horizonte,BRA
TREM DA ALEGRIA,3283,"UNI, DUNI, TÊ ",Eu quis saber da minha estrela guia,BRA
TREM DA ALEGRIA,15777,NA CASCA DO OVO ,Ôhhh êh ôh... Já saiu a lei que diz que o picolé,IMP 27
TREM DA ALEGRIA,17611,ALGUEM DO CEU ,Alguem no ceu olha por mim 39F,@@
TREM DA ALEGRIA,17656,"PIQUE-PEGA, PIQUE-ESCONDE ",Se voce quer eu vou te pegar 39K,@@
TREM DA ALEGRIA,7526,DONA FELICIDADE ,Lua lá no céu queijo pão de mel...,INF
TREM DA ALEGRIA,7544,PIUÍ ABACAXI ,Piuí piuí piuí abacaxi...,INF
TREM DA ALEGRIA - JOE,17569,TIC TAC DO AMOR ,Pegue a maçã faça um pedido e conte 39A,@@
TREM DA ALEGRIA - XUXA,16133,IÔ-IÔ ,Eu encontrei um brinquedinho divertido 30A,@@
TREM DA ALEGRIA - XUXA,17549,PULA CORDA ,De todas as brincadeiras que eu gosto 38Q,@@
TREM DA ALEGRIA - XUXA,17721,A PATINHA DA VOVO ,Apatinha da vovo botou um ovo 40A,@@
TREMENDO,2868,ISSO É TREMENDO ,Todos batendo palmas isso é Tremendo 22C,@@
TREYCE,75396,LOVEZINHO ,Musica Extra,@@
TRIBALISTAS,6495,JÁ SEI NAMORAR ,Já sei namorar…,BRA
TRIBALISTAS,6558,VELHA INFÂNCIA ,Você é assim um sonho pra mim…,BRA
TRIBALISTAS,6595,TRIBALISTAS ,Os tribalistas já não querem ter razão…,BRA
TRIBALISTAS,6668,PASSE EM CASA ,Passam pássaros e aviões e no chão...,BRA
TRIBALISTAS,6693,É VOCÊ ,Évocê... só você...,BRA
TRIBALISTAS,6722,ANJO DA GUARDA ,Escureceu o sol baixou...,BRA
TRIBALISTAS,6896,CARNAVÁLIA ,Vem pra minha ala…,BRA
TRIBALISTAS,9463,GRÃO DE AMOR ,Me deixe sim,IMP 13
TRIBALISTAS,15252,JOGA ARROZ ,Oseu juiz já falou que o coração não tem lei imp 24,@@
TRIBALISTAS,16265,DIÁSPORA ,Atravessamos o mar Egeo,30D
TRIBALISTAS,16320,UM SÓ ,Somos comunistas e capitalistas 31A,@@
TRIBALISTAS,16356,ALIANÇA ,Se um dia eu te encontrar do jeito que sonhei 31B,@@
TRIBALISTAS,16499,SEM VOCÊ ,Pra onde eu vou agora 32B,@@
TRIBO DE JAH,6037,UMA ONDA QUE PASSOU ,Eu não pratico bruxaria...,BRA
TRIO,19167,DA DA DA ,Aha aha aha... What you do and what you don't,INT 6
TRIO BRAVANA,2834,"MÃE, TÔ NA BALADA ",Vixe hoje eu nem quero ver essa história 22B,@@
TRIO BRAVANA,15321,3 AMIGOS ,Ei qual é o seu nome,IMP 25
TRIO ESPERANÇA,4394,FILME TRISTE ,Filme triste que me fez chorar...,BRA
TRIO ESPERANÇA,6042,A FESTA DO BOLINHA ,Eu ontem fui à festa na casa do...,BRA
TRIO ESPERANÇA,6342,O PASSO DO ELEFANTINHO ,Quando ele nasce já é forte...,BRA
TRIO ESPERANÇA,7659,O RETRATO ,Encontrei na carteira do meu bem,IMP 11
TRIO ESPERANÇA,15208,ARRASTA A SANDÁLIA ,Você minha morena dengosa imp 24,@@
TRIO ESPERANÇA,15346,OLHANDO PARA O CÉU ,Olhando para o céu,IMP 25
TRIO ESPERANÇA,17115,ESTE GRANDE AMOR ,Oque vou fazer se você me diz 36A,@@
TRIO ESPERANÇA,7511,BOLINHA DE SABÃO ,Sentado na calçada...,INF
TRIO IRAKITAN,7940,DESESPERADAMENTE ,Vem meu coração te chama tão desesper,IMP 12
TRIO IRAKITAN,15673,PERFÍDIA ,Sofre a tua dor resignadamente,IMP 27
TRIO LOS ANGELES,2759,VEM DANÇAR MAMBOL,Êaprendam essa nova dança,IMP 21
TRIO LOS ANGELES,7714,TRANSAS E CARETAS ,Shalalala shalalala,IMP 11
TRIO NORDESTINO,15613,MULHER RENDEIRA ,Olê mulher rendeira olê mulher rendá tu me,IMP26
TRIO NORDESTINO,16067,NA EMENDA ,Na emenda amarre a corda direito 29C,@@
TRIO NORDESTINO,16887,PROCURANDO TU ,Morena diga onde é que tu tava 34D,@@
TRIO NORDESTINO - ALCIONE,15948,O NENÉM ,Você faz de mim neném você me bota no colo,IMP28
TRIO PARADA DURA,5187,ACEITA QUE DÓI MENOS ,MusicaExtra5,@@
TRIO PARADA DURA,5190,BLUSA VERMELHA ,Musica Extra,@@
TRIO PARADA DURA,5194,O DOUTOR E A EMPREGADA ,Musica Extra,@@
TRIO PARADA DURA,9891,TELEFONE MUDO ,Eu quero que risque o meu nome da sua,IMP 14
TRIO PARADA DURA,15725,AS ANDORINHAS ,As andorinhas voltaram e eu também voltei,IMP 27
TRIO PARADA DURA,16216,BLUSA VERMELHA ,Quando olho na parede e vejo o seu re 30C,@@
TRIO PARADA DURA,16217,CASTELO DE AMOR ,Num lugar longe bem longe 30C,@@
TRIO PARADA DURA,16410,ÚLTIMO ADEUS ,Esta é a última vez que lhe vejo 31D,@@
TRIO PARADA DURA,16441,BARCO DE PAPEL ,Meu grande amor somos dois barcos tristes 32B,@@
TRIO PARADA DURA,16931,BOBEOU... A GENTE PIMBA ,Bobeou a gente pimba 35A,@@
TRIO PARADA DURA,17017,HOMEM DE PEDRA ,Já fui um grão de areia 35C,@@
TRIO PARADA DURA - MARÍLIA MENDONÇA,16456,ACEITA QUE DÓI MENOS ,Tô aqui jogado fora ela não quer mais me ver 32B,@@
TRIO PARADA DURA - ZÉ NETO E CRISTIANO,16840,VIVENDO AQUI NO MATO ,Não troco o seu despertador pelo o cantar 34B,@@
TRÊM DA ALEGRIA,15889,PRA VER SE COLA ,Entre borrachas e apontadores,IMP28
TULIPA RUIZ - MARCELO JENECI,16264,"DIA A DIA, LADO A LADO ",Eu sonhei que estava exatamente aqui,30D
TUNAI,1351,ADEUS À DO,Rpelo que se passou pelo que se sofreu,IMP17
